MAPA	CVE_ENT	NOM_ENT	NOM_ABR	CVE_MUN	NOM_MUN	CVE_LOC	NOM_LOC	AMBITO	LATITUD	LONGITUD	LAT_DECIMAL	LON_DECIMAL	ALTITUD	CVE_CARTA	POB_TOTAL	POB_MASCULINA	POB_FEMENINA	TOTAL DE VIVIENDAS HABITADAS
"010020263"	"01"	"Aguascalientes"	"Ags."	"002"	"Asientos"	"0263"	"El Llavero [Rancho]"	"R"	"22°03´18.385"N"	"102°05´51.338"W"	"22.05510700"	"-102.09759400"	"1959"	"F13B89"	"2"	"*"	"*"	"1"
"010020264"	"01"	"Aguascalientes"	"Ags."	"002"	"Asientos"	"0264"	"El Pino [Rancho]"	"R"	"22°15´26.545"N"	"102°02´07.463"W"	"22.25737400"	"-102.03540600"	"2029"	"F13B79"	"19"	"12"	"7"	"4"
"010020266"	"01"	"Aguascalientes"	"Ags."	"002"	"Asientos"	"0266"	"Rancho Jr"	"R"	"22°05´06.009"N"	"102°03´11.406"W"	"22.08500200"	"-102.05316800"	"2031"	"F13B89"	"3"	"*"	"*"	"1"
"010020268"	"01"	"Aguascalientes"	"Ags."	"002"	"Asientos"	"0268"	"La Cañadita"	"R"	"22°07´01.508"N"	"101°59´20.425"W"	"22.11708500"	"-101.98900700"	"2041"	"F14A81"	"0"	"0"	"0"	"0"
"010020269"	"01"	"Aguascalientes"	"Ags."	"002"	"Asientos"	"0269"	"La Fortaleza"	"R"	"22°04´16.092"N"	"102°05´16.546"W"	"22.07113600"	"-102.08792900"	"1962"	"F13B89"	"5"	"*"	"*"	"1"
"010020270"	"01"	"Aguascalientes"	"Ags."	"002"	"Asientos"	"0270"	"Ninguno"	"R"	"22°05´09.394"N"	"102°03´43.527"W"	"22.08594200"	"-102.06209100"	"2023"	"F13B89"	"0"	"0"	"0"	"0"
"010020271"	"01"	"Aguascalientes"	"Ags."	"002"	"Asientos"	"0271"	"Ninguno"	"R"	"22°03´13.018"N"	"102°01´05.126"W"	"22.05361600"	"-102.01809000"	"1991"	"F13B89"	"-"	"-"	"-"	"-"
"010020272"	"01"	"Aguascalientes"	"Ags."	"002"	"Asientos"	"0272"	"La Villa de Dos Luceros"	"R"	"22°11´36.941"N"	"102°01´59.183"W"	"22.19359400"	"-102.03310600"	"2005"	"F13B89"	"6"	"*"	"*"	"1"
"010020273"	"01"	"Aguascalientes"	"Ags."	"002"	"Asientos"	"0273"	"La Loma [Ladrillera]"	"R"	"22°04´32.465"N"	"101°57´59.382"W"	"22.07568400"	"-101.96649500"	"2050"	"F14A81"	"3"	"*"	"*"	"1"
"010020274"	"01"	"Aguascalientes"	"Ags."	"002"	"Asientos"	"0274"	"San Rafael [Rancho]"	"R"	"22°06´59.966"N"	"102°01´06.453"W"	"22.11665700"	"-102.01845900"	"2027"	"F13B89"	"5"	"*"	"*"	"1"
"010020275"	"01"	"Aguascalientes"	"Ags."	"002"	"Asientos"	"0275"	"Palmas Mochas [Sociedad]"	"R"	"22°10´41.885"N"	"102°03´13.479"W"	"22.17830100"	"-102.05374400"	"2028"	"F13B89"	"0"	"0"	"0"	"0"
"010020276"	"01"	"Aguascalientes"	"Ags."	"002"	"Asientos"	"0276"	"Villa Juárez [Deshuesadero]"	"R"	"22°06´14.700"N"	"102°03´40.270"W"	"22.10408300"	"-102.06118600"	"1984"	"F13B89"	"14"	"5"	"9"	"3"
"010020278"	"01"	"Aguascalientes"	"Ags."	"002"	"Asientos"	"0278"	"San José de la Cruz [Panteón Municipal]"	"R"	"22°11´26.027"N"	"102°00´43.419"W"	"22.19056300"	"-102.01206100"	"2037"	"F13B89"	"-"	"-"	"-"	"-"
"010020279"	"01"	"Aguascalientes"	"Ags."	"002"	"Asientos"	"0279"	"La Soledad [Rancho]"	"R"	"22°11´44.236"N"	"102°01´33.719"W"	"22.19562100"	"-102.02603200"	"1999"	"F13B89"	"23"	"10"	"13"	"5"
"010020280"	"01"	"Aguascalientes"	"Ags."	"002"	"Asientos"	"0280"	"Ninguno [COPLAMAR]"	"R"	"22°01´53.275"N"	"101°58´12.212"W"	"22.03146500"	"-101.97005800"	"2024"	"F14A81"	"13"	"5"	"8"	"3"
"010020281"	"01"	"Aguascalientes"	"Ags."	"002"	"Asientos"	"0281"	"Crucero el Tule"	"R"	"22°04´48.018"N"	"102°05´03.232"W"	"22.08000400"	"-102.08423100"	"1969"	"F13B89"	"38"	"20"	"18"	"8"
"010020282"	"01"	"Aguascalientes"	"Ags."	"002"	"Asientos"	"0282"	"Ninguno [Deshidratadora]"	"R"	"22°06´30.875"N"	"102°00´04.894"W"	"22.10857600"	"-102.00135900"	"2029"	"F13B89"	"0"	"0"	"0"	"0"
"010020283"	"01"	"Aguascalientes"	"Ags."	"002"	"Asientos"	"0283"	"Pilotos [Ejido]"	"R"	"22°01´44.526"N"	"101°58´32.433"W"	"22.02903400"	"-101.97567500"	"2027"	"F14A81"	"65"	"30"	"35"	"13"
"010020285"	"01"	"Aguascalientes"	"Ags."	"002"	"Asientos"	"0285"	"La Lomita"	"R"	"22°13´49.428"N"	"102°05´56.585"W"	"22.23039600"	"-102.09905100"	"2200"	"F13B89"	"0"	"0"	"0"	"0"
"010020286"	"01"	"Aguascalientes"	"Ags."	"002"	"Asientos"	"0286"	"El Paraíso [Rancho]"	"R"	"22°06´23.347"N"	"102°04´29.183"W"	"22.10648500"	"-102.07477200"	"1976"	"F13B89"	"4"	"*"	"*"	"1"
"010020287"	"01"	"Aguascalientes"	"Ags."	"002"	"Asientos"	"0287"	"El Mezquital"	"R"	"22°17´27.000"N"	"102°02´04.000"W"	"22.29083300"	"-102.03444400"	"2028"	"F13B79"	"-"	"-"	"-"	"-"
"010020288"	"01"	"Aguascalientes"	"Ags."	"002"	"Asientos"	"0288"	"Las Palmitas [Rancho]"	"R"	"22°05´16.955"N"	"102°03´57.077"W"	"22.08804300"	"-102.06585500"	"2013"	"F13B89"	"15"	"10"	"5"	"3"
"010020289"	"01"	"Aguascalientes"	"Ags."	"002"	"Asientos"	"0289"	"Villa Juárez"	"R"	"22°04´58.000"N"	"102°04´53.000"W"	"22.08277700"	"-102.08138800"	"1975"	"F13B89"	"-"	"-"	"-"	"-"
"010020290"	"01"	"Aguascalientes"	"Ags."	"002"	"Asientos"	"0290"	"La Providencia"	"R"	"22°16´36.500"N"	"102°03´52.666"W"	"22.27680500"	"-102.06462900"	"2070"	"F13B79"	"0"	"0"	"0"	"0"
"010020291"	"01"	"Aguascalientes"	"Ags."	"002"	"Asientos"	"0291"	"Villa Juárez"	"R"	"22°05´21.546"N"	"102°04´06.874"W"	"22.08931800"	"-102.06857500"	"2005"	"F13B89"	"-"	"-"	"-"	"-"
"010020292"	"01"	"Aguascalientes"	"Ags."	"002"	"Asientos"	"0292"	"Los Rosales [Rancho]"	"R"	"22°06´47.268"N"	"102°01´14.328"W"	"22.11313000"	"-102.02064600"	"2021"	"F13B89"	"10"	"*"	"*"	"2"
"010020293"	"01"	"Aguascalientes"	"Ags."	"002"	"Asientos"	"0293"	"San Isidro"	"R"	"22°07´10.830"N"	"102°00´13.986"W"	"22.11967400"	"-102.00388500"	"2037"	"F13B89"	"0"	"0"	"0"	"0"
"010020294"	"01"	"Aguascalientes"	"Ags."	"002"	"Asientos"	"0294"	"Esthela [Botanero]"	"R"	"22°12´02.152"N"	"102°00´52.952"W"	"22.20059800"	"-102.01470900"	"2020"	"F13B89"	"0"	"0"	"0"	"0"
"010020295"	"01"	"Aguascalientes"	"Ags."	"002"	"Asientos"	"0295"	"Porcinos Cuka [Granja]"	"R"	"22°15´40.242"N"	"102°04´03.646"W"	"22.26117800"	"-102.06767900"	"2079"	"F13B79"	"0"	"0"	"0"	"0"
"010020296"	"01"	"Aguascalientes"	"Ags."	"002"	"Asientos"	"0296"	"Ninguno"	"R"	"22°05´11.447"N"	"102°06´28.421"W"	"22.08651300"	"-102.10789500"	"2008"	"F13B89"	"-"	"-"	"-"	"-"
"010020297"	"01"	"Aguascalientes"	"Ags."	"002"	"Asientos"	"0297"	"Campos [Rancho]"	"R"	"22°01´51.452"N"	"101°53´43.241"W"	"22.03095800"	"-101.89534400"	"2074"	"F14A81"	"2"	"*"	"*"	"1"
"010020298"	"01"	"Aguascalientes"	"Ags."	"002"	"Asientos"	"0298"	"Rancho Elena"	"R"	"22°05´25.494"N"	"102°07´31.512"W"	"22.09041500"	"-102.12541900"	"2055"	"F13B89"	"0"	"0"	"0"	"0"
"010020299"	"01"	"Aguascalientes"	"Ags."	"002"	"Asientos"	"0299"	"Las Tres Marías [Rancho]"	"R"	"22°04´16.327"N"	"101°58´17.580"W"	"22.07120100"	"-101.97154900"	"2047"	"F14A81"	"4"	"*"	"*"	"1"
"010020300"	"01"	"Aguascalientes"	"Ags."	"002"	"Asientos"	"0300"	"La Pileta [Sociedad]"	"R"	"22°10´12.927"N"	"102°02´03.874"W"	"22.17025700"	"-102.03440900"	"1998"	"F13B89"	"0"	"0"	"0"	"0"
"010020302"	"01"	"Aguascalientes"	"Ags."	"002"	"Asientos"	"0302"	"El Domino [Granja]"	"R"	"22°03´44.884"N"	"101°58´18.957"W"	"22.06246800"	"-101.97193200"	"2044"	"F14A81"	"0"	"0"	"0"	"0"
"010020303"	"01"	"Aguascalientes"	"Ags."	"002"	"Asientos"	"0303"	"El Sauz [Granja]"	"R"	"22°05´14.000"N"	"102°04´54.000"W"	"22.08722200"	"-102.08166600"	"1969"	"F13B89"	"-"	"-"	"-"	"-"
"010020304"	"01"	"Aguascalientes"	"Ags."	"002"	"Asientos"	"0304"	"El Venadito II"	"R"	"22°04´36.904"N"	"102°02´21.308"W"	"22.07691700"	"-102.03925200"	"2028"	"F13B89"	"1"	"*"	"*"	"1"
"010020305"	"01"	"Aguascalientes"	"Ags."	"002"	"Asientos"	"0305"	"Granja Beny"	"R"	"22°05´08.617"N"	"102°02´59.338"W"	"22.08572700"	"-102.04981600"	"2032"	"F13B89"	"0"	"0"	"0"	"0"
"010020306"	"01"	"Aguascalientes"	"Ags."	"002"	"Asientos"	"0306"	"El Caracol (Caldera) [Rancho]"	"R"	"22°09´30.034"N"	"102°12´12.106"W"	"22.15834300"	"-102.20336300"	"1995"	"F13B89"	"3"	"*"	"*"	"1"
"010020307"	"01"	"Aguascalientes"	"Ags."	"002"	"Asientos"	"0307"	"El Carmen"	"R"	"22°05´36.112"N"	"101°58´53.266"W"	"22.09336400"	"-101.98146200"	"2043"	"F14A81"	"8"	"*"	"*"	"2"
